Position,Classification
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึงผู้ให้บริการด้านอาหารและเครื่องดื่มซึ่งมิได้จัดประเภทไว้ในที่อื่นกลุ่มอาชีพในหมู่นี้ มีดังนี้,5123
ผู้ปฏิบัติงานอาชีพในหมู่นี้ ได้แก่ ผู้ที่ดูแลเอาใจใส่ในบ้านเรือนส่วนบุคคลและโรงเรียน ปฏิบัติงานเป็นผู้ช่วยแพทย์และพยาบาลอาชีพในโรงพยาบาล หรือสถานที่อื่นๆ ที่คล้ายคลึงกัน ดูแลผู้ป่วยตามบ้านเรือน ทำหน้าที่เป็นผู้ช่วยในการรักษาสัตว์ การปรุงยา รวมทั้งการควบคุมดูแลผู้ปฏิบัติงานอื่นๆ,5130
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ดูแลการทำกิจกรรมต่าง ๆ ของเด็ก หรือช่วยครูดูแลเด็กนักเรียน ทำการอาบนํ้า แต่งตัว และป้อนอาหารเด็กตามเวลาที่กำหนด พาเด็กไปโรงเรียนหรือ พาเล่นนอกบ้านเพื่อการพักผ่อนหย่อนใจ เล่นเกมส์ต่าง ๆ กับเด็ก อ่านหรือเล่านิทานให้เด็กฟัง ควบคุม ดูแลให้เด็กนอนและเล่นในห้องที่จัดไว้ ดูแลเอาใจใส่เด็กนักเรียนในระหว่างการรับประทานอาหาร กลางวันหรือช่วงเวลาพัก รวมถึงการดูแลเด็กในขณะที่มีกิจกรรมทัศนศึกษาตามสถานที่ต่างๆ ในระยะเวลาสั้นๆ ปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,5131
ช่วยเหลือครูประจำชั้นดูแลเด็กนักเรียนในการทำกิจกรรมต่างๆ : ช่วยครูในการสอน นักเรียนให้เกิดการเรียนรู้ในเรื่องการเขียน การอ่านตัวอักษร ตัวเลขหรือสัญลักษณ์อื่นๆ ; ช่วยเหลือ นักเรียนทำกิจกรรมต่างๆ เช่น ออกกำลังกาย เล่นเกมส์ รับประทานอาหาร อาบนํ้า แปรงฟัน เข้านอน ฯลฯ ; คอยรับ-ส่งนักเรียนขึ้นรถมาโรงเรียนและกลับบ้าน และปฏิบัติงานอื่นๆที่เกี่ยวข้อง,5131
เลี้ยงและดูแลเด็ก : ช่วยอาบนํ้าและแต่งตัวให้เด็ก ; ป้อนอาหารตามระยะเวลาที่กำหนด ; พาออกเดินเล่นหรือเล่นเกมส์ต่าง ๆ กับเด็ก ; ควบคุมดูแลให้เด็กนอนและเล่นอย่างมีระเบียบ ; จัดเตียงนอน กล่อม อ่านหรือเล่านิทานให้เด็กฟัง อาจทำความสะอาดเสื้อผ้าเด็กอาชีพในหน่วยนี้ มีดังนี้,5131
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ทำหน้าที่เป็นผู้ช่วยแพทย์ ทันตแพทย์ และพยาบาล จัดเตรียมคนไข้เพื่อการตรวจรักษา เปลี่ยนผ้าคลุมเตียง และช่วยพยุงผู้ป่วยที่จะเข้าห้องนํ้า อำนวยความสะดวกให้กับผู้ป่วย บริการอาหาร เก็บถาดอาหาร และป้อนอาหารให้กับผู้ป่วยที่ต้องการความช่วยเหลือ ทำการฆ่าเชื้อโรคเครื่องมือผ่าตัดและอุปกรณ์อื่นๆ ช่วยล้างเครื่องมือและเตรียมวัสดุอุปกรณ์ต่างๆ ให้กับทันตแพทย์ในขณะทำการรักษา ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแล ผู้ปฏิบัติงานอื่น ๆ,5132
ช่วยทันตแพทย์ในการบำบัดรักษาผู้ป่วย : จัดเตรียมและนำคนไข้เข้าพบทันตแพทย์เพื่อการตรวจรักษา ; เตรียมวัสดุอุปกรณ์ และช่วยทันตแพทย์ปฏิบัติงานในขณะบำบัดรักษา ; ฆ่าเชื้อโรคและทำความสะอาดเครื่องมือและอุปกรณ์ต่างๆ ; อาจต้อนรับลูกค้า รับโทรศัพท์ ทำการนัดหมาย จ่ายยา และรับเงินค่ารักษา และปฏิบัติงานด้านอื่นๆ ตามที่ทันตแพทย์มอบหมาย,5132
ช่วยแพทย์หรือพยาบาลตรวจรักษาคนไข้ในโรงพยาบาล : จัดเตรียมและนำคนไข้เข้าพบแพทย์เพื่อการตรวจรักษา ; เตรียมวัสดุอุปกรณ์และช่วยแพทย์หรือพยาบาลปฏิบัติงานในขณะบำบัดรักษาผู้ป่วย ; ช่วยเหลือและอำนวยความสะดวกให้กับผู้ป่วยตามที่ต้องการ ; ทำความสะอาดวัสดุอุปกรณ์และเครื่องมือต่างๆ และปฏิบัติงานด้านอื่นๆ ตามที่แพทย์หรือพยาบาลมอบหมาย,5132
ช่วยแพทย์หรือพยาบาลตรวจรักษาคนไข้ในคลินิก : จัดเตรียมและนำคนไข้เข้าพบแพทย์เพื่อการตรวจรักษา ; เตรียมวัสดุอุปกรณ์และช่วยแพทย์หรือพยาบาลปฏิบัติงานในขณะบำบัดรักษาผู้ป่วย ; ช่วยเหลือและอำนวยความสะดวกให้กับผู้ป่วยตามที่ต้องการ ; ทำความสะอาดวัสดุอุปกรณ์และ เครื่องมือต่างๆ ; อาจต้อนรับลูกค้า รับโทรศัพท์ ทำการนัดหมาย จ่ายยา และรับเงินค่ารักษา และ ปฏิบัติงานด้านอื่นๆ ตามที่แพทย์หรือพยาบาลมอบหมาย,5132
ให้การดูแลและนำผู้ป่วยส่งโรงพยาบาลหรือสถานพยาบาลอื่นๆ เพื่อทำการรักษา ทางการแพทย์ต่อไป : จัดเตรียมอุปกรณ์ในการลำเลียงผู้ป่วย และเครื่องมือหรือเวชภัณฑ์ที่ใช้ในการปฐมพยาบาล ; ประเมินความเจ็บป่วยของผู้ป่วยเพื่อให้ความช่วยเหลือหรือรักษาพยาบาลในเบื้องต้นกรณีฉุกเฉิน เช่น พันแผล ใส่เฝือกดามกระดูก ให้ออกซิเจนหรือเครื่องช่วยหายใจ ; ช่วยยกหรือแบก ผู้ป่วยจากสถานที่เกิดเหตุไปยังสถานพยาบาล ; จัดเตรียมเอกสารบันทึกการเจ็บป่วยและการให้การดูแลรักษาพยาบาล ; บำรุงรักษาและซ่อมแซมรถพยาบาลและเครื่องมืออุปกรณ์ให้อยู่ในสภาพดีเสมอ และปฏิบัติงานอื่นๆ ที่เกี่ยวข้องอาชีพในหน่วยนี้ มีดังนี้,5132
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ดูแลผู้ป่วยทางร่างกาย จิตใจ ผู้สูงอายุหรือ ผู้ไร้สมรรถภาพ ตามบ้านเรือนส่วนบุคคล ช่วยเหลือผู้ป่วยให้ขึ้นลงจากเตียง เข้าห้องนํ้า อาบนํ้า เปลี่ยนเครื่องแต่งกาย จัดเตรียมอาหาร บริการอาหาร และป้อนอาหารให้ผู้ป่วยที่ไม่สามารถช่วยตัวเองได้ จัดยาให้ผู้ป่วยตามคำสั่งแพทย์ คอยดูแลอาการของผู้ป่วยหากไม่ดีขึ้นต้องแจ้งให้แพทย์ทราบเพื่อทำการรักษาต่อไป ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้อง,5133
ดูแลผู้ป่วยทางร่างกาย จิตใจ ผู้สูงอายุหรือผู้ไร้สมรรถภาพหรือเด็กตามบ้านเรือนส่วนบุคคล : ให้ความช่วยเหลือผู้ป่วยให้ขึ้นลงจากเตียง เข้าห้องนํ้า อาบนํ้า เปลี่ยนเครื่องแต่งกาย ให้อาหารและยาตามแพทย์ คำสั่งแพทย์หรือนายจ้าง ; ดูแลให้ความช่วยเหลือแก่คนชราหรือเด็กเล็กตามหน้าที่ ที่ได้รับมอบหมายอาชีพในหน่วยนี้ มีดังนี้,5133
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ทำหน้าที่ช่วยเหลือผู้เชี่ยวชาญในกลุ่มวิชาชีพ ต่างๆ ในการปฏิบัติงาน ตัวอย่างเช่น ช่วยรักษาสัตว์ ช่วยปรุงยา เป็นต้น อาบนํ้าและให้อาหารสัตว์ นำสัตว์ไปห้องที่จะทำการรักษาและช่วยจับหรือยึดสัตว์ไว้ในระหว่างการรักษา ทำความสะอาดและ ฆ่าเชื้อโรคเครื่องมือและอุปกรณ์ต่าง ๆ ติดฉลากยา สารเคมีและอื่น ๆ และจัดวางตามชั้นโดยแยกชนิดหรือประเภทของยาหรือสารเคมี ฆ่าเชื้อโรคในขวด หลอด หรือแก้วทดลองยา และเครื่องมืออื่น ๆ ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,5139
ทำงานในโรงพยาบาลสัตว์ในการเป็นผู้ช่วยสัตว์แพทย์ : จูง เข็น หรือแบกหามสัตว์จากคอกสัตว์ไปยังห้องรักษาพยาบาลยกสัตว์ขึ้นไปวางบนโต๊ะที่ทำการรักษาพยาบาล ดึงหรือยึดสัตว์ไว้ให้แน่นในระหว่างการรักษาพยาบาล ; จัดเตรียมอาหารสัตว์ด้วยการชั่ง ผสม บดและหั่นเครื่องผสมต่าง ๆ ตามที่กำหนดให้และให้อาหารสัตว์ ; อาบนํ้า แปรงขนสัตว์ ตัดขน และตัดเล็บสัตว์ กวาดปัดฝุ่น เช็ดพื้น และล้างห้องต่าง ๆ ในโรงพยาบาลและคอกสัตว์ อาจต้อนรับลูกค้า รับโทรศัพท์ ทำการนัดหมาย และรับเงิน,5139
ทำหน้าที่เป็นผู้ช่วยเภสัชกรในการปรุงยาและจ่ายยา : เตรียมอุปกรณ์ในการทดลองหรือปรุงยา ; ทำการฆ่าเชื้อโรคขวดแก้วทดลอง และเครื่องมืออื่น ๆ ; ทำการติดฉลากยา และช่วยเภสัชกร นำยาไปจ่ายให้คนไข้ ปฏิบัติงานอื่น ๆ ภายใต้คำแนะนำและสั่งการของเภสัชกรกลุ่มอาชีพในหมู่นี้ มีดังนี้,5139
ผู้ปฏิบัติงานอาชีพในหมู่นี้ ได้แก่ ผู้ที่ทำงานต่างๆ เกี่ยวกับการให้บริการส่วนบุคคล ในเรื่องของการเสริมสวยในแบบต่าง ๆ เพื่อตกแต่งบุคลิกภาพของแต่ละบุคคล ทำหน้าที่เป็นเพื่อนหรือ ดูแลรับใช้ให้ความสะดวกสบายแก่นายจ้าง ให้บริการด้านการฉีดยาศพและรับบริการจัดงานศพ รวมทั้ง ควบคุมดูแลเจ้าหน้าที่อื่น ๆ,5140
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ตัดและแต่งผม ใช้เครื่องสำอางค์แต่งหน้าและทำงานอื่นๆ ที่เกี่ยวข้องกันในการทำให้บุคลิกลักษณะของแต่ละบุคคลดีขึ้นหรือเปลี่ยนแปลงไป ทำการตัด สระ ย้อมและตัดผม โกนหรือเล็มหนวดและเครา ให้การบำรุงรักษาหนังศีรษะให้กับลูกค้า จัดหาวิกผมหรือผมปลอมให้กับลูกค้าตามความต้องการ ให้บริการด้านการนวดตัว นวดหน้า ทำความสะอาด ทาครีมหรือโลชั่นและผลิตภัณฑ์ต่างๆ ที่บำรุงรักษาผิวพรรณทั้งใบหน้าและตามส่วนต่างๆ ของร่างกาย แต่งหน้าให้กับลูกค้าประจำ นักแสดงและบุคคลทั่วไป ทำความสะอาด ตัด แต่งและทาเล็บมือ เล็บเท้าพร้อมกับการขจัดโรคตามธรรมชาติของเท้า ให้การดูแลรับใช้ลูกค้าในเวลาอาบนํ้า และทำการนวดตัวเบื้องต้น ตลอดจนปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,5141
ตัด สระ ย้อม ดัดผม และให้บริการส่วนบุคคลอื่น ๆ ที่เกี่ยวข้องกับการตัดแต่งผม : ตัดหรือแต่งผมตามคำอธิบาย หรือตามความต้องการของลูกค้า ทำตามขั้นตอนและกรรมวิธีในการ ตัดแต่งผม เช่น สระ เป่าให้แห้ง ย้อม ดัด ทำสีผม เป็นต้น ; อาจทำการบำรุงรักษาเส้นผมและ หนังศีรษะ โดยใช้นํ้ายาหรือการอบไอนํ้าต่าง ๆ ; ทำความสะอาดและตกแต่งผมปลอม (วิก) ; สำหรับ ลูกค้าบุรุษอาจบริการโกนหนวดและเล็มเครา,5141
เสริมแต่งความงามให้แก่ลูกค้า : ตรวจดูผิวและให้คำแนะนำในการเสริมสวยที่เหมาะสม ; ใช้ครีมหรือเครื่องสำอางค์และอุปกรณ์ต่าง ๆ เพื่อขจัดริ้วรอย กระตุ้นการหมุนเวียนของโลหิตและเสริมแต่งผิวให้ชุ่มชื้นสวยงาม ; ทำการนวดหน้าและร่างกายด้วยมือหรืออุปกรณ์ ทำการขจัดขนหรือไขมันส่วนเกิน อาจทำการแต่งหน้าและทำผมหรือให้คำแนะนำในการเลือกผลิตภัณฑ์และแนวการแต่งหน้าให้เหมาะกับบุคลิกของลูกค้าแต่ละราย อาจมีความชำนาญเฉพาะอย่างและมีชื่อเรียกตามความชำนาญ,5141
ทำความสะอาด แต่งรูป และขัดเล็บมือเล็บเท้า : ใช้นํ้ายาล้างยาทาเล็บที่ทาไว้เดิมออก ; ตะไบเล็บให้ได้รูป ; แช่นิ้วในนํ้าอุ่นผสมนํ้ายา และนํ้ามัน เพื่อทำให้หนังกำพร้ารอบๆ เล็บอ่อนตัว และใช้เครื่องมือดึงหนังกำพร้ารอบๆ เล็บทุกเล็บออก ; ตกแต่งหนังกำพร้า ; ตะไบขอบเล็บให้เรียบ ; ใช้ยาทาเล็บตามความต้องการของลูกค้า ทำความสะอาดและฆ่าเชื้อโรคอุปกรณ์ที่ใช้ในการทำเล็บ,5141
ออกแบบทรงผมให้กับลูกค้าเฉพาะรายหรือเพื่อการแสดงแบบ : ศึกษารูปหน้า เส้นผมและบุคลิกของลูกค้าเพื่อออกแบบทรงผมให้เหมาะสม หรือศึกษารูปแบบของงานแสดงเพื่อออกแบบทรงผมนางแบบ นักแสดง ให้เข้ากับรูปแบบของผลิตภัณฑ์ที่จัดแสดง เช่น จัดแสดงเสื้อผ้า อุปกรณ์ของใช้ หรือออกแบบทรงผมนักแสดงให้เหมาะสมกับเนื้อหาหรือตัวละคร,5141
แต่งหน้านักแสดงละครและนักแสดงอื่นๆ เพื่อทำให้ใบหน้าดีขึ้น หรือตกแต่งและเปลี่ยนแปลงใบหน้าใหม่เพื่อใช้ในการแสดงภาพยนตร์หรือการแสดงบนเวที : ตรวจดูรายการที่กำหนดลักษณะบุคลิกของนักแสดง ตลอดจนส่วนเสริมแต่งอื่นๆ เช่น ผมปลอม เครา รอยแผลเป็น เป็นต้น ; ทำการแต่งหน้าและตบแต่งส่วนเสริมให้กลมกลืนกับใบหน้าหรือตามข้อกำหนดของตัวแสดง,5141
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึงช่างแต่งผม ช่างเสริมสวย และผู้ปฏิบัติงาน ที่ เกี่ยวข้องกันซึ่งมิได้จัดประเภทไว้ในที่อื่น ตัวอย่างเช่น ผู้ล้างและสระผมอาชีพในหน่วยนี้ มีดังนี้,5141
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ทำหน้าที่เป็นเพื่อนหรือทำงานตามที่นายจ้างต้องการ ทำหน้าที่เป็นเพื่อนให้กับนายจ้าง ติดตามนายจ้างไปในสถานที่ต่าง ๆ อ่านหนังสือ สนทนาและมีส่วนร่วมในกิจกรรมต่าง ๆ ต้อนรับและดูแลแขกของนายจ้างอย่างดีเยี่ยม ดูแลเรื่องเสื้อผ้า และของใช้ส่วนตัวของนายจ้างให้อยู่ในสภาพเรียบร้อย ปฏิบัติหน้าที่การงานที่เกี่ยวข้อง,5142
ทำงานตามที่นายจ้างต้องการ : ดูแลให้การรับใช้เพื่อให้เกิดความสะดวกสบายแก่นายจ้าง เช่น รับใช้ช่วงเวลารับประทานอาหาร ช่วยทำงานบ้านและอื่น ๆ ; ทำการต้อนรับและดูแลแขกของนายจ้าง อาจดูแลเรื่องเสื้อผ้าและของใช้ส่วนตัวนายจ้างให้อยู่ในสภาพเรียบร้อย,5142
ทำหน้าที่เป็นเพื่อนนายจ้างในการทำกิจกรรมต่าง ๆ : อ่านหนังสือ หรือเป็นเพื่อนร่วมเล่นกีฬาหรือกิจกรรมตามสถานที่ต่างๆ ; ร่วมเดินทางเพื่อการท่องเที่ยวจับจ่าย ซื้อของ หรือเพื่อวัตถุประสงค์อื่น อาจดูแลเรื่องส่วนตัว เช่น เรื่องอาหาร หรือเสื้อผ้าอาชีพในหน่วยนี้ มีดังนี้,5142
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ทำงานต่าง ๆ เกี่ยวกับศพ ทำกำหนดการจัดงานพิธีการทำศพ เผาศพ และฝังศพ ฉีดสารเคมีหรือนํ้ายาอาบศพเพื่อไม่ให้เน่าเปื่อย ปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,5143
ดำเนินการและจัดงานศพ : สัมภาษณ์ครอบครัวผู้ตาย เพื่อจะได้ทราบถึงรายละเอียด เกี่ยวกับการตาย และเพื่อช่วยในการวางแผนจัดงานศพ เช่น คัดเลือกโลงศพและผ้าคลุมศพ จัดบริการต่าง ๆ และการจัดวางดอกไม้ ; จัดวางโลงศพในห้องที่จัดไว้สำหรับทำพิธี จัดแสงไฟและจัดวางดอกไม้ให้เหมาะสม; จัดการยกโลงศพไปขึ้นรถบรรทุกศพ และยกออกจากรถบรรทุกศพไปยังหลุมฝังศพ; จัดยานพาหนะสำหรับเคลื่อนย้ายศพ ; หรือจัดวางโลงศพลงในหลุมฝังศพ; เผาหรือฝังศพตามประเพณีของ ผู้ตาย อาจเลื่อยศพออกเป็นส่วนๆ เท่าที่จำเป็น เพื่อเก็บรักษาไว้ในโกศก่อนถึงวันทำพิธีเผา,5143
อาบยาศพ เพื่อมิให้เน่าเปื่อย : ล้างศพด้วยสบู่ฆ่าเชื้อโรค ; เอาลำลีอุดปากศพเพื่อป้องกันอากาศเข้าไปข้างในร่างกาย ; ฉีดนํ้ายาอาบศพ ; ปิดรอยแผลแล้วตกแต่งแผล ; วางศพลงแช่ในอ่างนํ้ายาอาบศพ อาจทำงานอื่นๆ ที่จำเป็นสำหรับการอาบศพ,5143
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง สัปเหร่อและผู้อาบยาศพซึ่งมิได้จัดประเภทไว้ใน ที่อื่น ตัวอย่างเช่น ผู้ช่วยทำงานต่างๆ เกี่ยวกับการจัดงานศพอาชีพในหน่วยนี้ มีดังนี้,5143
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ให้บริการลูกค้าร่วมเดินทางไปตามภัตตาคารหรือนอกสถานที่ต่าง ๆ ทำหน้าที่เป็นคู่เต้นรำ ให้การต้อนรับลูกค้าตามไนท์คลับเพื่อให้ลูกค้าได้รับความบันเทิง,5149
บริการลูกค้าโดยร่วมเดินทางไปในสถานที่ต่าง ๆ เช่น ภัตตาคาร ไนท์คลับหรือสถานที่เที่ยวอื่น ๆ,5149
เป็นคู่เต้นลีลาศ ร่วมรับประทานอาหาร หรือสถานบันเทิงต่าง ๆ : ร่วมดื่ม รับประทานอาหาร หรือร่วมสนทนากับลูกค้า,5149
ดูแลต้อนรับ และนำลูกค้าไปยังที่นั่งในไนท์คลับหรือแหล่งบันเทิง : ให้การต้อนรับ ลูกค้าที่ทางเข้า หาที่นั่งและแนะนำอาหาร เครื่องดื่มและบริการที่มี อาจทำการสนทนากับลูกค้าเพื่อให้ทราบถึงความพึงพอใจ ประสานงานกับฝ่ายบริการอื่น ๆ รวมทั้งอาจรับชำระเงินจากลูกค้า,5149
ให้บริการอาบ อบ และนวดแก่ลูกค้าในสถานบริการอาบอบนวด,5149
ผู้ปฏิบัติงานอาชีพในกลุ่มนี้ รวมถึง ผู้ให้บริการส่วนบุคคลอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่นกลุ่มอาชีพในหมู่นี้ มีดังนี้,5149
ผู้ปฏิบัติงานอาชีพในหมู่นี้ ได้แก่ ผู้ที่ทำการพยากรณ์เหตุการณ์ในอนาคตของบุคคล ต่าง ๆ โดยดูจากตำแหน่งของดวงดาวและดาวเคราะห์ต่าง ๆ หรือทำนายจากลักษณะฝ่ามือ ฝ่าเท้า การสับเรียงไพ่ ตำแหน่งของเสี่ยงทาย หรือด้วยวิธีการอื่นๆ พร้อมกับแจ้งให้ทราบถึงเหตุการณ์ที่จะเกิดขึ้นในอนาคตตลอดจนให้คำแนะนำวิธีการแก้ไขเพื่อให้เหตุการณ์นั้นลุล่วงไปได้ด้วยดี,5150
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ทำนายโชคชะตาและการดำเนินชีวิตของบุคคลแต่ละคนตั้งแต่อดีต ปัจจุบัน และอนาคต โดยศึกษาจากอิทธิพลของกลุ่มดวงดาวและปรากฏการณ์อื่นๆ ที่มีผลต่อชีวิตของบุคคลและสถานการณ์ต่าง ๆ และดูฤกษ์ยามสำหรับการเริ่มทำพิธีกรรมต่าง ๆ เช่น งานแต่งงาน การเดินทาง พิธีกรรมทางศาสนาและพิธีการอื่น ๆ พร้อมทั้งให้คำแนะนำวิธีการแก้ไขเหตุการณ์อันเลวร้ายที่จะเกิดขึ้นในอนาคต,5151
ทำนายหรือพยากรณ์เหตุการณ์ในอดีต ปัจจุบัน และอนาคตของบุคคล ประเทศ บริษัท โดยอาศัยตำแหน่งสำคัญของดวงดาว ซึ่งได้ผูกดวงขึ้นตามวิชาโหรศาสตร์ : อาศัยตำแหน่งสำคัญที่สัมพันธ์กันระหว่างดวงดาวในสิบสองราศี โดยถือเอาเวลาและสถานที่เกิดของบุคคลหรือเวลาที่บริษัทได้ตั้งขึ้นเป็นจุดพยากรณ์ และพยากรณ์ตามที่มีผู้มาขอให้ทำนาย ตีความหมายในข้อสำคัญในตำแหน่งที่ดวงดาวสถิตอยู่ว่าอยู่ในภาพใดของลักคณา รวมทั้งดูยาม พร้อมกับแจ้งให้ทราบถึงเรื่องราวว่าดีหรือร้ายที่คาดหรือทำนายว่าอาจจะเกิดขึ้นในอนาคต หรือว่าจะได้รับความล้มเหลวหรือความสำเร็จอันเนื่องมาจากการกระทำอย่างใดอย่างหนึ่ง ตลอดจนแนะนำวิธีการดำเนินการ แก้ไขหรือสนับสนุนให้เหตุการณ์นั้นลุล่วงไปด้วยดีอาชีพในหน่วยนี้ มีดังนี้,5151
ผู้ปฏิบัติงานอาชีพหน่วยนี้ ได้แก่ ผู้ที่ทำนายเหตุการณ์ในอดีต ปัจจุบันและอนาคตของบุคคลแต่ละคน โดยดูจากลักษณะฝ่ามือลายเส้นมือ ลายเส้นเท้า การสับเรียงไพ่หรือปัจจัยอื่น ๆ พร้อมทั้งให้คำเตือนและคำแนะนำวิธีการแก้ไขเหตุการณ์อันเลวร้ายที่จะเกิดขึ้นในอนาคต,5152
ทำนายเหตุการณ์ในอดีต ปัจจุบัน และอนาคตโดยอาศัยความรู้พิเศษกว่าความรู้ธรรมดาหรือการมองเห็นได้ด้วยจิตหรือดูทางใน ซึ่งทำให้เห็นสิ่งต่าง ๆ ที่คนธรรมดาไม่สามารถเห็นได้ : อาศัยปรจิตหรือการอ่านจิตใจและตีความจากวัตถุสิ่งของที่ใช้ในการทำนาย เช่น ไพ่ป๊อก หรือลายมือลายเท้าของบุคคลที่มาให้ทำนาย อาจมีชื่อเรียกตามวัตถุสิ่งของที่ใช้เป็นเครื่องมือในการทำนายกลุ่มอาชีพในหมู่นี้ มีดังนี้,5152
ผู้ปฏิบัติงานอาชีพในหมู่นี้ ได้แก่ ผู้ที่มีหน้าที่ป้องกันภัยให้กับบุคคลและทรัพย์สินของบุคคลให้รอดพ้นจากภัยอันตรายที่เกิดจากอัคคีภัย อุบัติเหตุ การกระทำที่ผิดกฎหมาย และอาชญากรรม จับกุมบุคคลที่ฝ่าฝืนกฎหมายและกฎจราจร รวมถึงการดูแลและอบรมให้ผู้ที่อยู่ในเรือนจำหรือสถานพินิจให้รักษาระเบียบวินัยและสร้างจิตสำนึกที่ถูกต้อง ตลอดจนควบคุมดูแลเจ้าหน้าที่อื่น ๆ,5160
ผู้ปฏิบัติงานอาชีพในหน่วยนี้ ได้แก่ ผู้ที่ทำการป้องกันภัยให้กับบุคคลและทรัพย์สินของบุคคลให้รอดพ้นจากอัคคีภัย และอุบัติเหตุร้ายแรงอื่นๆ ป้องกันและทำการดับไฟโดยใช้อุปกรณ์ ดับเพลิงหลายชนิดและใช้เครื่องมือพิเศษในกรณีเกิดเหตุฉุกเฉิน ให้ความช่วยเหลือบุคคลและปกป้องทรัพย์สินในระหว่างและภายหลังจากเกิดเพลิงไหม้และอุบัติเหตุร้ายแรง รวมถึงป้องกันและสกัดการแพร่ขยายของวัตถุอันตราย ปฏิบัติหน้าที่การงานที่เกี่ยวข้องและควบคุมดูแลผู้ปฏิบัติงานอื่น ๆ,5161
ทำการดับเพลิงในฐานะเป็นเจ้าหน้าที่ของหน่วยดับเพลิงกรมตำรวจ เทศบาล และสุขาภิบาล : ออกปฏิบัติการไปกับรถหรือเรือดับเพลิงไปยังสถานที่ที่เกิดเพลิงไหม้ ; ต่อสายสูบและ ฉีดนํ้าหรือนํ้ายาเคมีเพื่อดับไฟ หรือใช้เครื่องดับเพลิงเคมีดับไฟในสถานที่ที่เริ่มเกิดเพลิงไหม้ ; ทำลายอาคารหรือโครงสร้างบางส่วนตามความจำเป็นเพื่อเข้าไปถึงไฟและดับไฟได้ ; ช่วยชีวิตผู้ที่ติดอยู่ในไฟและใช้เครื่องช่วยหายใจให้ออกซิเจนแก่ผู้สลบ เพราะถูกความร้อนหรือควันพิษ อาจปฏิบัติงานอื่นๆ ในที่ที่ต้องใช้เครื่องมือพิเศษในระหว่างเกิดเหตุฉุกเฉิน เช่น ช่วยชีวิตผู้ประสบภัยให้พ้นจากอุทกภัยหรือวาตะภัย ฉีดนํ้าขับไล่ผู้ก่อการวุ่นวาย ช่วยคนหรือสัตว์ที่ตกอยู่ในสภาวะอันยากแก่การช่วยเหลือ อาจขับรถหรือเรือดับเพลิง อาจมีความชำนาญในการใช้อุปกรณ์ดับเพลิงหลายชนิด,5161
ทำการดับไฟที่เกิดในบริเวณป่า เขา อุทยานแห่งชาติ และแหล่งธรรมชาติต่าง ๆ : ฉีดนํ้าหรือสารเคมีเพื่อดับไฟ ; ถางแนวพื้นที่ป่าเพื่อทำแนวป้องกันไฟป่า ตรวจสภาพพื้นที่อย่างสมํ่าเสมอเพื่อ ป้องกันอัคคีภัย ; ประชาสัมพันธ์ให้ผู้อยู่อาศัยที่ใกล้เคียงได้ทราบข่าวและร่วมกันป้องกันไฟป่า,5161
ดับเพลิงและกู้ภัยเมื่อเกิดอุบัติเหตุ : ทำการดับเพลิงในสถานที่หรืออาคารและช่วยเหลือ ผู้ประสบภัยเมื่อเกิดเพลิงไหม้ ; ตรวจสอบสัญญาณแจ้งเหตุเพลิงไหม้และตรวจสอบความพร้อมของอุปกรณ์และเครื่องมือที่ใช้ในการดับเพลิง ; อาจทำหน้าที่รับ–ส่งข่าวสาร และประสานงานกับหน่วยงานที่เกี่ยวข้องในการดับเพลิงและกู้ภัยอาชีพในหน่วยนี้ มีดังนี้,5161
