Classification,Position
7313,ช่างตัดเหลี่ยมพลอย
7313,ช่างขัดเงาพลอย
7313,ช่างเจียระไนเพชร
7313,ช่างเลื่อยเพชร
7313,ช่างโกลนเพชร
7313,ช่างโกลนเพชรด้วยเครื่องอัตโนมัติ
7313,ช่างเงิน / ช่างทอง
7313,ช่างถักเงิน / ทอง
7313,ช่างตีทองและเงิน (เปลว)
7313,ช่างชุบและเคลือบโลหะทั่วไป
7313,ผู้ชุบโลหะโดยการจุ่มด้วยมือ
7313,ช่างแต่งตัวเรือน
7313,ช่างแต่งประกอบตัวเรือน
7313,ช่างซ่อมอัญมณีและเครื่องประดับ
7313,ช่างทำเครื่องถม
7313,ช่างทำเครื่องเขิน
7313,ช่างอัญมณีและช่างประดิษฐ์เครื่องประดับอื่นๆ
7320,ช่างเครื่องดินเผา เครื่องแก้ว และผู้ปฏิบัติงานที่เกี่ยวข้อง
7321,ช่างเครื่องดินเผาและงานอื่นที่เกี่ยวข้อง
7321,ช่างเครื่องดินเผา
7321,ช่างทำแบบพิมพ์เครื่องดินเผา
7321,ช่างปั้นด้วยแป้นหมุน (เครื่องดินเผา)
7321,ช่างปั้นด้วยจิกเกอร์ (เครื่องดินเผา)
7321,ช่างกลึงเครื่องดินเผาด้วยเครื่องกลึง
7321,ช่างหล่อสลิป
7321,ช่างทำอิฐจากแบบพิมพ์ด้วยมือ
7321,ช่างทำอิฐทนไฟจากแบบพิมพ์ด้วยมือ
7321,ช่างทำกระเบื้องจากแบบพิมพ์ด้วยมือ
7321,ช่างอัดเครื่องดินเผาด้วยมือ
7321,ช่างอัดกระเบื้องด้วยมือ
7321,ช่างขึ้นรูปผลิตภัณฑ์โดยการรีดดิน
7321,ช่างเครื่องดินเผาอื่น ๆ
7322,ช่างขึ้นรูปแก้ว ช่างตัด ช่างฝนและช่างขัดเงาแก้ว
7322,ช่างเป่าแก้ว
7322,ช่างดัดหลอดแก้ว ; ช่างดัดหลอดนีออน
7322,ช่างตัดกระจก
7322,ช่างฝนหรือเจียรขอบกระจก
7322,ช่างขัดฝ้ากระจก
7322,ช่างอัดแก้วด้วยมือ ; ช่างปั๊มแก้ว
7322,ช่างขึ้นรูป ช่างตัด ช่างฝนและช่างตกแต่งแก้วอื่น ๆ
7323,ช่างเจียระไนแก้วและช่างแกะสลัก
7323,ช่างเจียระไนแก้ว
7323,ช่างกัดลายแก้วด้วยนํ้ากรด
7323,ช่างเจียระไนแก้วและช่างกัดลายแก้วด้วยนํ้ากรดอื่น ๆ
7324,ช่างเขียนและช่างตกแต่งเครื่องแก้ว เครื่องดินเผา เซรามิคและงานอื่นที่เกี่ยวข้อง
7324,ช่างฉาบพื้นกระจกเงา
7324,ช่างทำกระจกเงาด้วยสารเงิน
7324,ช่างทำกระจกหรือแก้วให้เป็นลายฝ้า
7324,ช่างพิมพ์แก้ว
7324,ช่างเขียนลายเครื่องดินเผาด้วยมือ
7324,ช่างพ่นสีเครื่องดินเผา
7324,ช่างชุบเครื่องดินเผาด้วยมือ
7324,ช่างเขียนและช่างตกแต่งเครื่องแก้วกับเครื่องดินเผาอื่น ๆ
7330,ช่างฝีมือหัตถกรรมไม้ สิ่งทอ เครื่องหนังแบบพื้นบ้าน
7331,ผู้เตรียมวัสดุงานหัตถกรรมไม้และผลิตภัณฑ์พื้นบ้านที่เกี่ยวข้องอื่น ๆ
7331,"ช่างทำผลิตภัณฑ์จากไม้ไผ่ (มู่ลี่ , เสื่อ)"
7331,ช่างหัตถกรรมงานไม้
7331,ช่างหัตถกรรมงานหิน
7331,ช่างหัตถกรรม (กระดาษ) ผู้ผลิตกระดาษและกล่องกระดาษด้วยมือ ; ผู้ทำกระดาษและผลิตภัณฑ์จากกระดาษสา
7332,ช่างฝีมือหัตถกรรมสิ่งทอ เครื่องหนังและผลิตภัณฑ์พื้นบ้านอื่น ๆ ที่เกี่ยวข้อง
7332,ช่างทอผ้าด้วยหูกมือ
7332,ช่างทอ (พรม) ด้วยหูกมือ
7332,ช่างถักด้วยมือ
7332,ช่างปักผ้าด้วยมือ (พื้นบ้าน)
7332,ช่างย้อมเส้นด้ายด้วยมือ
7332,ช่างย้อมผืนผ้าด้วยมือ
7332,ช่างย้อมเครื่องแต่งกาย
7332,ช่างหัตถกรรม (เครื่องหนัง)
7332,ช่างฝีมือหัตถกรรมสิ่งทอ เครื่องหนัง และผลิตภัณฑ์ที่เกี่ยวข้องกันอื่น ๆ
7341,ช่างเรียงตัวพิมพ์ ช่างจัดตัวพิมพ์ และผู้ปฏิบัติงานที่เกี่ยวข้อง
7341,พนักงานเครื่องหล่อแถวตัวพิมพ์แบบลัดโลว์
7341,ช่างเรียงพิมพ์
7341,ช่างประกอบฟิล์ม
7341,พนักงานเครื่องถ่ายฟิล์ม ; ช่างถ่ายฟิล์ม
7341,พนักงานจัดเรียงแผ่นฟิล์ม (เลย์เอาท์) ; ช่างจัดเรียงฟิล์ม ; ช่างเลย์เอาต์
7341,ช่างแยกสี
7341,ช่างเรียงพิมพ์ ช่างจัดตัวพิมพ์ และผู้ปฏิบัติงานที่เกี่ยวข้องอื่นๆ
7342,ช่างทำแบบแม่พิมพ์ด้วยวิธีการจำลองแบบและการชุบโลหะ
7342,ช่างตบแบบและเทแบบ
7342,ช่างทำแบบพิมพ์ด้วยวิธีการจำลองแบบและการชุบโลหะอื่น ๆ
7343,ช่างทำแม่พิมพ์
7343,ช่างทำแม่พิมพ์ออฟเซท
7343,ช่างทำแม่พิมพ์เลตเตอร์เพรส
7343,ช่างทำแม่พิมพ์เฟล็กโซกราฟี
7343,ช่างทำแม่พิมพ์ร่องลึก ; ช่างทำแม่พิมพ์อินทาโย
7343,ช่างทำแม่พิมพ์พื้นลึก ; ช่างทำแม่พิมพ์กราวัวร์
7343,ช่างทำแม่พิมพ์สกรีน
7343,ช่างทำแม่พิมพ์อื่นๆ
7344,ช่างถ่ายภาพและผู้ปฏิบัติงานที่เกี่ยวข้อง
7344,ช่างล้างฟิล์มสี
7344,ช่างล้างฟิล์มขาว –– ดำ
7344,ช่างอัดและขยายภาพ
7344,ผู้ปฏิบัติงานในห้องมืดเกี่ยวกับภาพถ่ายอื่น ๆ
7345,ช่างทำเล่มหนังสือและผู้ปฏิบัติงานที่เกี่ยวข้อง
7345,ช่างตัดกระดาษ
7345,ช่างพับ
7345,ช่างเก็บเล่ม
7345,ช่างเย็บ (การพิมพ์)
7345,ช่างทำแบบปั๊ม
7345,ช่างทำปกด้วยมือ
7345,ช่างทำเล่มหนังสือและผู้ปฏิบัติงานที่เกี่ยวข้องกันอื่น ๆ
7346,ช่างพิมพ์สกรีนไหม (ซิลด์สกรีน) สิ่งทอสิ่งถักและการพิมพ์
7346,ช่างทำซิลด์สกรีน (การพิมพ์สิ่งทอสิ่งถัก)
7346,ช่างพิมพ์สกรีนทองแดง (สิ่งทอสิ่งถัก) ด้วยมือ ; คนงานรีดสีบนสกรีน
7346,ช่างพิมพ์สกรีนกระดาษด้วยมือ
7346,ช่างพิมพ์สกรีนกระดาษและสิ่งทอสิ่งถักอื่น ๆ
7400,ผู้ปฏิบัติงานที่ใช้ฝีมืออื่น ๆ
7410,ผู้แปรรูปอาหาร ยาสูบและผู้ปฏิบัติงานที่เกี่ยวข้อง
7411,ผู้ฆ่า ชำแหละ เนื้อสัตว์และผู้ปฏิบัติงานที่เกี่ยวข้อง
7411,ผู้ฆ่า และ/หรือชำแหละเนื้อสัตว์
7411,ผู้ฆ่าสัตว์ในโรงฆ่าสัตว์
7411,ผู้ตัดและชำแหละเนื้อ
7411,ผู้แล่ปลา
7411,ผู้ถนอมและแปรรูปเนื้อสัตว์
7411,ผู้แปรรูปสัตว์นํ้าเบื้องต้น
7411,ผู้ถนอมและแปรรูปเนื้อสัตว์นํ้า
7411,ผู้ทำนํ้าปลา
7411,ผู้ฆ่า ชำแหละเนื้อสัตว์และผู้ปฏิบัติงานที่เกี่ยวข้องอื่น ๆ
7412,ผู้ทำผลิตภัณฑ์จากแป้งและนํ้าตาล
7412,ผู้ทำขนมปังและขนมอบประเภทต่างๆ (ด้วยมือ)
7412,"ผู้ทำขนมหวานจากนํ้าตาล (ช็อกโกแลต, ลูกกวาด)"
7412,ผู้ทำขนมจากธัญชาติ
7412,ผู้ทำเส้นขนมจีน
7412,ผู้ทำเส้นหมี่
7412,ผู้ทำเส้นก๋วยเตี๋ยว
7412,ผู้ทำวุ้นเส้น
7412,ผู้ทำเส้นบะหมี่
7412,ผู้ทำผลิตภัณฑ์จากแป้งและนํ้าตาลอื่น ๆ
7413,ผู้ผลิตผลิตภัณฑ์จากนม
7413,ผู้ผลิตนมเนยทั่วไป
7413,ผู้ผลิตเนย
7413,ผู้ผลิตไอศกรีมด้วยมือ
7413,ผู้ผลิตผลิตภัณฑ์นมอื่นๆ
7414,ผู้ถนอมและแปรรูปผลิตภัณฑ์พืชผักและผลไม้
7414,ผู้ถนอมพืช ผัก ผลไม้ตากแห้ง
7414,ผู้ถนอมพืช ผัก ผลไม้ด้วยวิธีการหมัก ดอง เชื่อม
7414,ผู้แปรรูปผลิตภัณฑ์นํ้าพืช ผัก ผลไม้
7414,ผู้ถนอมและแปรรูปผลิตภัณฑ์พืช ผัก ผลไม้ซึ่งมิได้จัดประเภทไว้ในที่อื่น
7415,ผู้ชิมรสชาติและจัดระดับชั้นคุณภาพของอาหารและเครื่องดื่ม
7415,ผู้คัดแยกและจัดระดับชั้นคุณภาพอาหาร ผักและผลไม้
7415,ผู้ชิมชา / กาแฟ
7415,ผู้ชิมรสสุรา ไวน์ และไวน์ผลไม้
7415,ผู้ชิมเบียร์
7415,ผู้ชิมรสชาดและจัดลำดับชั้นคุณภาพของอาหารและเครื่องดื่มอื่นๆ
7416,ผู้เตรียมใบยาสูบ ผู้ผลิตยาสูบและผลิตภัณฑ์ยาสูบ
7416,ผู้บ่มใบยาสูบ ; ผู้บ่มอิสระ
7416,ผู้คัดและจัดชั้นใบยาสูบที่บ่มแล้ว
7416,ผู้อัดห่อใบยา; พนักงานอัดห่อใบยา
7416,ผู้ตรวจคุณภาพใบยาสูบ
7416,ผู้รูดก้านใบยาสูบด้วยมือ
7416,ผู้ผลิตยาเส้นด้วยมือ
7416,ผู้มวนบุหรี่อื่นด้วยมือ
7416,ผู้มวนบุหรี่ซิการ์ด้วยมือ
7416,ผู้ทำยานัตถุ์
7416,ผู้เตรียมใบยาสูบ ผู้ผลิตยาสูบและผลิตภัณฑ์ยาสูบอื่นๆ
7420,ผู้อัดและอบนํ้ายาไม้ ช่างทำเครื่องเรือนและผู้ปฏิบัติงานที่เกี่ยวข้องกัน
7421,ผู้อัดนํ้ายาและอบไม้
7421,ผู้อัดนํ้ายาไม้ ; พนักงานเครื่องอัดนํ้ายาไม้
7421,ผู้อบไม้   ; ผู้ควบคุมการอบไม้
7421,ผู้อัดและอบนํ้ายาไม้อื่น ๆ
7422,ช่างทำเครื่องเรือนไม้ และผู้ปฏิบัติงานที่เกี่ยวข้อง
7422,ช่างทำเครื่องเรือนไม้
7422,ช่างทำแบบไม้
7422,ช่างออกแบบเครื่องเรือนไม้
7422,ช่างแกะสลักไม้
7422,ช่างประดับมุก
7422,ช่างฝังรอยไม้
7422,ช่างสีเครื่องเรือนไม้
7422,ช่างไม้ในอาคาร
7422,ช่างทำของเล่นไม้
7422,ช่างตบแต่งภายในอาคารด้วยไม้
7422,ช่างปูพื้นไม้
7422,ผู้ตรวจและคัดแยกประเภทและชั้นคุณภาพของไม้
7422,ช่างทำเครื่องเรือนไม้และผู้ปฏิบัติงานที่เกี่ยวข้องอื่น ๆ
7423,ช่างปรับตั้งและใช้เครื่องมืองานไม้
7423,ช่างปรับตั้งเครื่องมือทำงานไม้ทั่วไป
7423,ช่างปรับตั้งและใช้เครื่องเลื่อยไม้ด้วยมือ
7423,ช่างปรับตั้งและใช้เครื่องกลึงไม้
7423,ช่างกลึงไม้
7423,ช่างปรับตั้งและใช้เครื่องทำบัวหรือร่องด้วยมือ
7423,ช่างปรับตั้งและใช้เครื่องไสไม้ด้วยมือ
7423,ช่างปรับตั้งและใช้เครื่องแกะสลักงานไม้ด้วยมือ
7423,ช่างปรับตั้งและใช้เครื่องมือทำงานไม้อื่นๆ
7424,ช่างจักสาน ช่างทำแปรงและผู้ปฏิบัติงานที่เกี่ยวข้องกัน
7424,ช่างสานตะกร้า กระจาด ; ช่างทำผลิตภัณฑ์จักสาน
7424,ช่างจักสานเครื่องเรือน
7424,ช่างทำแปรง
7424,ช่างทำไม้กวาด
7424,ช่างจักสาน ช่างทำแปรงและผู้ปฏิบัติงานที่เกี่ยวข้องอื่น ๆ
7430,ผู้ผลิตสิ่งทอ เครื่องนุ่มห่ม และผู้ปฏิบัติงานที่เกี่ยวข้อง
7431,ผู้เตรียมเส้นใย
7431,ผู้จัดเกรดและผู้จัดประเภทเส้นใยฝ้าย
7431,ผู้คัดเลือกปอ ; พนักงานคัดเลือกปอ
7431,ผู้ตีเส้นใย ; ผู้หีบฝ้าย
7431,ผู้สาวและบิดเกลียวไหมด้วยมือ ; ผู้สาวและบิดเกลียวไหมจากรังไหม
7431,ผู้ลอกกาวเส้นไหม
7431,ผู้เตรียมเส้นใยอื่น ๆ
7432,ช่างทอ ช่างถัก และผู้ปฏิบัติงานที่เกี่ยวข้อง
7432,ผู้ปั่นด้ายด้วยมือ
7432,พนักงานควบเส้นด้ายด้วยมือ
7432,ช่างทำเกลียวเส้นด้ายด้วยมือ
7432,พนักงานกรอด้ายด้วยมือ
7432,พนักงานร้อยตะกรอเพื่อใช้ในการทอมือ ; ผู้ร้อยตะกรอด้วยมือ
7432,ช่างซ่อมผืนผ้า
7432,ช่างทอผ้าด้วยหูกมือ
7432,ช่างทอ (พรม) ด้วยหูกมือ
7432,ช่างถัก (เครื่องจักรที่ควบคุมด้วยมือ)
7432,ช่างถักโครเชต์ด้วยมือ
7432,ช่างทอ ช่างถัก และผู้ปฏิบัติงานที่เกี่ยวข้องอื่น
7433,ช่างตัดเย็บเครื่องแต่งกายและช่างทำหมวก (ยกเว้นขนสัตว์)
7433,ช่างตัดเย็บเสื้อผ้า (เฉพาะตัวบุคคล)
7433,ช่างตัดเย็บเสื้อผ้า (สำเร็จรูป)
7433,ช่างประดิษฐ์เครื่องแต่งกาย
7433,ช่างทำหมวก
7433,ช่างทำหมวก (พื้นเมือง)
7433,ช่างตัดเย็บเสื้อผ้าบุรุษ-สตรีและช่างทำหมวกอื่น ๆ
7434,ช่างตัดเย็บเสื้อผ้าที่ทำจากขนสัตว์และผู้ปฏิบัติงานที่เกี่ยวข้อง
7434,ช่างคัดผ้าขนสัตว์
7434,ช่างตัดผ้าขนสัตว์
7434,ช่างตัดเย็บเสื้อผ้าขนสัตว์
7434,ช่างตัดเย็บเสื้อผ้าที่ทำมาจากขนสัตว์และผู้ปฏิบัติงานที่เกี่ยวข้องอื่น ๆ
7435,ช่างสร้างแบบและช่างตัดเครื่องแต่งกาย
7435,ช่างสร้างแบบสำเร็จ (ผ้าขนสัตว์)
7435,ช่างสร้างแบบสำเร็จ (เครื่องแต่งกาย)
7435,ผู้เขียนแบบสำเร็จ (เครื่องแต่งกาย)
7435,ช่างสร้างแบบสำเร็จ (หมวก)
7435,ช่างตัดเครื่องแต่งกายสำเร็จรูป (ยกเว้นหนัง)
7435,ช่างตัดเครื่องแต่งกาย (หนัง)
7435,ช่างสร้างแบบและช่างตัดเครื่องแต่งกายอื่น ๆ
7436,ช่างเย็บ ช่างปัก และผู้ปฏิบัติงานที่เกี่ยวข้อง
7436,ช่างเย็บผ้า
7436,ช่างเย็บเครื่องแต่งกายด้วยมือ
7436,ช่างเย็บด้วยมือและจักรทั่วไป
7436,ช่างปักด้วยมือ
7436,ช่างทำผ้าใบเรือ เต็นท์ และหลังคาผ้ากันสาด
7436,ช่างทำร่ม (กระดาษและผ้า)
7436,ช่างเย็บ ช่างปัก และผู้ปฏิบัติงานที่เกี่ยวข้องกันอื่น ๆ
7437,ช่างหุ้มเบาะเครื่องเรือน และผู้ปฏิบัติงานที่เกี่ยวข้อง
7437,ช่างทำเบาะ (เครื่องเรือน)
7437,ช่างทำเบาะ (ยานพาหนะ)
7437,ช่างทำที่นอน
7437,ช่างหุ้มเบาะเครื่องเรือน เฟอร์นิเจอร์ และผู้ปฏิบัติงานที่เกี่ยวข้องกันอื่นๆ
7440,ผู้ผลิตเครื่องหนัง หนังสัตว์ และรองเท้า
7441,ช่างตกแต่งขนสัตว์ ช่างฟอกหนัง และช่างถากหนังขูดขน
7441,ช่างคัดเลือกคุณภาพหนัง
7441,ช่างถากหนังขูดขนด้วยมือ
7441,ช่างย้อมสีหนัง
7441,ช่างตกแต่งขนสัตว์ ช่างฟอกหนังและช่างถากหนังขูดขนอื่น ๆ
7442,ช่างทำรองเท้าและผู้ปฏิบัติงานที่เกี่ยวข้อง
7442,ช่างทำรองเท้าทั่วไป
7442,ช่างซ่อมรองเท้า (ด้วยมือ)
7442,ช่างตัดแบบรองเท้า
7442,ช่างตัดชิ้นส่วนหนังหน้ารองเท้าด้วยมือ
7442,ช่างประกอบหนังหน้ารองเท้า
7442,ช่างประกอบพื้นรองเท้า
7442,ช่างตัดรองเท้าคนพิการ
7442,ช่างขึ้นหุ่นรองเท้า
7442,ช่างตกแต่งรองเท้า
7442,ช่างเย็บหนังด้วยมือ (ยกเว้นรองเท้า ถุงเท้า และเครื่องแต่งกาย)
7442,ช่างเย็บหนังด้วยจักร (ยกเว้น รองเท้า ถุงมือ และเครื่องแต่งกาย)
7442,ช่างผลิตภัณฑ์เครื่องหนังทั่วไป
7442,ช่างทำเครื่องเทียมสัตว์
7442,ช่างทำอานม้า
7442,ช่างทำรองเท้าและผู้ปฏิบัติงานที่เกี่ยวข้องอื่นๆ
8000,ผู้ปฏิบัติงานในโรงงาน ผู้ควบคุมเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ
8100,ผู้ควบคุมเครื่องจักรประจำที่ภายในโรงงาน
8110,ผู้ควบคุมเครื่องจักรในอุตสาหกรรมเหมืองแร่และการแปรรูปแร่ธาตุ
8111,ผู้ควบคุมเครื่องจักรในการทำเหมืองแร่
8111,พนักงานเครื่องเจาะในเหมืองแร่และเหมืองหิน ; ผู้ควบคุมเครื่องขุดเจาะทำเหมืองแร่
8111,พนักงานเครื่องเจาะหิน ; ช่างเจาะหิน ; ผู้ควบคุมเครื่องเจาะหิน
8111,ผู้ควบคุมเครื่องขุดและเจาะเหมืองแบบอื่น ๆ
8112,ผู้ควบคุมเครื่องจักรในกระบวนการแปรรูปและสกัดแร่ธาตุ
8112,ผู้ควบคุมเครื่องบดโม่ ; พนักงานเครื่องย่อยหิน
8112,ผู้ควบคุมเครื่องแยกแร่ ; พนักงานเครื่องแยกแร่
8112,ผู้ควบคุมเครื่องลอยแร่ ; พนักงานเครื่องลอยแร่
8112,"ผู้ควบคุมเครื่องบดย่อยแร่ ,พนักงานเครื่องตำแร่"
8112,พนักงานโต๊ะแยกแร่
8112,ผู้ควบคุมเครื่องจักรในการแปรรูปและสกัดแร่อื่น ๆ
8113,ผู้ควบคุมเครื่องจักรในการขุดเจาะบ่อ และงานต่าง ๆ ที่เกี่ยวข้อง
8113,"ผู้ควบคุมแท่นขุดเจาะบ่อนํ้ามันและบ่อก๊าซ , ช่างประจำปั้นจั่นเจาะ (บ่อนํ้ามันและก๊าซ)"
8113,พนักงานเครื่องโรตารี่ ; ผู้ควบคุมเครื่องโรตารี่
8113,ผู้ควบคุมเครื่องเจาะบ่อ (ยกเว้นบ่อนํ้ามันและก๊าซ) ; ผู้เจาะบ่อ
8113,ผู้ควบคุมอุปกรณ์และเครื่องขุดเจาะอื่น ๆ
8120,ผู้ควบคุมเครื่องจักรในกระบวนการแปรรูปโลหะ
8121,ผู้ควบคุมเตาหลอมแร่ดิบและโลหะต่าง ๆ (สินแร่)
8121,"พนักงานคุมเตาถลุงแร่ , โลหะ"
8121,พนักงานคุมเตาหลอมเหล็กกล้า
8121,พนักงานคุมเตาหลอมไฟฟ้า (ถลุงแร่และโลหะ)
8121,พนักงานคุมเตาหลอมแบบนอน
8121,"พนักงานเจาะเตา (เตาไฟฟ้า , เตาแบบเตานอน)"
8121,พนักงานคุมเตาถลุงโลหะอื่นๆ
8122,ผู้ควบคุมและใช้เครื่องจักรในงานหลอม หล่อและรีดโลหะ
8122,"พนักงานคุมเตาหลอมแร่โลหะ , ผู้ควบคุมเตาหลอมโลหะ (แบบดูโบลา , แบบเตานอน)"
8122,ผู้ควบคุมเครื่องหล่อโลหะ
8122,ช่างคุมเครื่องหล่อดีบุก
8122,ช่างคุมเครื่องหล่อแม่พิมพ์
8122,"ผู้ควบคุมเครื่องรีดโลหะ , พนักงานเครื่องรีดโลหะ (รีดร้อน)"
8122,พนักงานเครื่องรีดโลหะแบบรีดเย็น
8122,พนักงานควบคุมเครื่องรีดโลหะ (ผลิตภัณฑ์สำเร็จรูป)
8122,พนักงานควบคุมเครื่องรีดโลหะ (ผลิตภัณฑ์กึ่งสำเร็จรูป)
8122,พนักงานคุมเครื่องรีดโลหะอื่น ๆ
8123,ผู้ควบคุมเครื่องจักรในการอบชุบโลหะ
8123,พนักงานอบชุบทั่วไป
8123,พนักงานอบชุบโลหะเพื่อลดความเครียด
8123,พนักงานอบชุบโลหะเพื่อเพิ่มความแข็ง ; พนักงานอบชุบให้โลหะแข็งขึ้น
8123,พนักงานเปลี่ยนความแข็งเหนียวของโลหะ
8123,ผู้ควบคุมเครื่องอบชุบโลหะอื่น ๆ
8124,ผู้ควบคุมเครื่องจักรในการดึง อัดและบีบโลหะ
8124,"ผู้ควบคุมเครื่องดึงยึดเส้นลวด , ช่างรีดโลหะ"
8124,ผู้ควบคุมเครื่องดึง อัดและบีบโลหะอื่น ๆ
8130,ผู้ควบคุมเครื่องจักรในอุตสาหกรรมเครื่องแก้ว เครื่องดินเผา เซรามิคและผลิตภัณฑ์ที่เกี่ยวข้อง 
8131,ช่างคุมเตาหลอมแก้ว เตาเผาเครื่องดินเผาและเครื่องจักรที่เกี่ยวข้อง
8131,พนักงานเครื่องเป่าแก้ว
8131,ช่างคุมเครื่องดึงนํ้าแก้วให้เป็นกระจกแผ่นเรียบ
8131,ช่างคุมเครื่องดึงนํ้าแก้วให้เป็นกระจกแผ่นลาย
8131,พนักงานคุมเครื่องอัด (Press) ผลิตภัณฑ์แก้วด้วยเครื่องจักร
8131,ช่างคุมเตาหลอมแก้ว
8131,ช่างก่อหรือซ่อมเตาหลอมแก้ว
8131,ช่างคุมเตาอบแก้วเพื่อลดความเครียด
8131,พนักงานคุมเครื่องปั้น
8131,ช่างคุมเตาเผาเครื่องดินเผา
8131,พนักงานคุมเครื่องขึ้นรูป เครื่องดินเผาแบบหล่อตัน
8131,ช่างคุมเตาฟืน
8131,ช่างเผาอิฐ
8131,ช่างคุมเตาหลอมแก้วและเตาเผาเครื่องดินเผาอื่น ๆ
8139,ผู้ควบคุมเครื่องจักรในการผลิตเครื่องแก้ว เครื่องดินเผา และเครื่องจักรอื่นๆ ที่เกี่ยวข้องซึ่งไม่ได้จัดแยกประเภทไว้ในที่อื่นๆ
8139,พนักงานเตรียมเนื้อดิน เครื่องดินเผา
8139,พนักงานคุมเครื่องล้างดิน
8139,พนักงานเตรียมดินเผา (กระเบื้อง)
8139,"พนักงานเครื่องรีดดิน (พนักงานเครื่องอัดรีดดิน , ช่างป้อนและรีดดิน)"
8139,พนักงานเครื่องอัดกระเบื้อง
8139,ช่างอัดอิฐและกระเบื้องด้วยเครื่องจักร
8139,ช่างอัดเครื่องดินเผา
8139,พนักงานเตรียมเนื้อดินปั้นด้วยเครื่องจักร
8139,พนักงานนวดดิน
8139,พนักงานย่อยแร่และดิน
8139,พนักงานทำนํ้าเคลือบเครื่องดินเผา
8139,ช่างผสมวัตถุดิบทำแก้ว
8139,ผู้ควบคุมเครื่องจักรผลิตเครื่องแก้ว เครื่องดินเผา และเครื่องจักรที่เกี่ยวข้องอื่น ๆ
8140,ผู้ควบคุมเครื่องจักรในอุตสาหกรรมการแปรรูปไม้ และกระดาษ
8141,ผู้ปฏิบัติงานในการแปรรูปไม้
8141,ช่างตีหน้าไม้ ; นายม้า
8141,ช่างเลื่อยไม้ (โรงเลื่อย)
8141,ช่างเลื่อยซอย ;  นายม้าเลื่อยซอย
8141,ช่างตัดไม้
8141,ช่างปอกหรือฝานไม้แผ่นบาง
8141,พนักงานเครื่องจักรแปรรูปไม้อื่นๆ
8142,ผู้ควบคุมเครื่องจักรผลิตเยื่อกระดาษ
8142,พนักงานเครื่องบดหรือสับไม้เพื่อทำเยื่อกระดาษ
8142,พนักงานเครื่องต้มย่อยวัสดุเพื่อทำเยื่อกระดาษ
8142,พนักงานเครื่องไฮดราย่อยวัสดุเพื่อทำเยื่อกระดาษ
8142,พนักงานเครื่องฟอกเยื่อกระดาษ
8142,พนักงานเครื่องตีเยื่อกระดาษ ; พนักงานเครื่องบดเยื่อ
8142,พนักงานเครื่องทำเยื่อกระดาษอื่น ๆ
8143,ผู้ควบคุมเครื่องจักรผลิตกระดาษ
8143,พนักงานเครื่องผลิตกระดาษ เวท – เอนด์ (WET – END)
8143,พนักงานเครื่องผลิตกระดาษ ดราย – เอนด์ (DRY – END)
8143,พนักงานเครื่องอัดรีดขัดมันกระดาษ
8143,พนักงานเครื่องผลิตกระดาษอื่น ๆ
8150,ผู้ควบคุมเครื่องจักรในกระบวนการแปรรูปทางเคมี
8151,ผู้ควบคุมเครื่องบด โม่ ผสมทางเคมี
8151,ผู้ควบคุมเครื่องโม่สารเคมี ; พนักงานเครื่องย่อย (กรรมวิธีทางเคมีและกรรมวิธีที่เกี่ยวข้องกัน)
8151,ผู้ควบคุมเครื่องบดสารเคมี ; พนักงานเครื่องบด (กรรมวิธีทางเคมีและกรรมวิธีที่เกี่ยวข้องกัน)
8151,"ผู้ใช้เครื่องผสมยางระบบปิด , ผู้ใช้เครื่องผสมยางแบนบูรี"
8151,ผู้ใช้เครื่องบดผสมยางแบบสองลูกกลิ้ง
8151,พนักงานเครื่องผสม (กรรมวิธีทางเคมีและกรรมวิธีที่เกี่ยวข้องกัน)
8151,ผู้ควบคุมเครื่องบด โม่ และผสมอื่น ๆ
8152,ผู้ควบคุมเครื่องจักรที่ให้ความร้อนทางเคมี
8152,"ผู้ต้มเคี่ยว (กรรมวิธีทางเคมีและกรรมวิธีที่เกี่ยวข้อง) , ผู้ควบคุมหม้อต้มเคี่ยว"
8152,ผู้อบ (กรรมวิธีทางเคมีและกรรมวิธีที่เกี่ยวข้องกัน) ; ผู้ควบคุมหม้ออบ
8152,ผู้ควบคุมหม้อนึ่ง (กรรวิธีทางเคมีและกรรมวิธีที่เกี่ยวข้อง)
8152,ผู้ควบคุมเตาผลิตซีเมนต์
8152,"ผู้รมควันยางแผ่น , ผู้คุมเตารมยางแผ่น , คนเฝ้าไฟเตารมยางแผ่น"
8152,ผู้ทำยางแผ่นผึ่งแห้ง
8152,พนักงานควบคุมเตาอบยางแท่ง
8152,ผู้ต้มเคี่ยว อบ และผู้ปฏิบัติงานเกี่ยวกับการใช้ความร้อนที่เกี่ยวข้องกัน ซึ่งมิได้จัดประเภทไว้ในที่อื่น
8153,ผู้ควบคุมเครื่องจักร อุปกรณ์การกรองและการแยกทางเคมี (ยกเว้นปิโตรเลียมและก๊าซธรรมชาติ)
8153,ผู้ควบคุมเครื่องอัดกรอง
8153,ผู้ควบคุมเครื่องแยกของเหลวด้วยระบบหนีศูนย์
8153,ผู้ควบคุมเครื่องแยกนํ้ามันดิบ ; ผู้แยกนํ้ามันดิบ
8153,พนักงานเครื่องกรองและแยกสารเคมีอื่นๆ
